Gene	Rho	P_val
SMARCB1	-4.712e-02	5.065e-01
SMARCE1	7.741e-02	2.747e-01
SMC1A	-1.746e-01	1.319e-02
SMC3	-1.282e-01	6.977e-02
SMO	-4.458e-02	5.298e-01
SNCAIP	9.997e-04	9.888e-01
SOCS1	-1.709e-01	1.529e-02
SOD2	-1.256e-01	7.557e-02
SOX10	2.743e-02	6.991e-01
SOX17	8.789e-03	9.014e-01
SOX2	1.646e-01	1.954e-02
SOX9	7.267e-02	3.053e-01
SPEN	1.378e-02	8.461e-01
SPINK1	-1.417e-01	4.483e-02
SPOP	-9.432e-03	8.943e-01
SPRED1	1.111e-01	1.163e-01
SPTA1	-3.298e-02	6.421e-01
SQSTM1	7.139e-02	3.139e-01
SRC	3.161e-01	4.857e-06
SRSF2	1.471e-02	8.358e-01
STAG1	8.695e-03	9.025e-01
STAG2	5.370e-02	4.490e-01
STAT3	-1.594e-01	2.381e-02
STAT4	-9.738e-02	1.691e-01
STAT5A	3.184e-02	6.537e-01
STAT5B	-2.186e-01	1.820e-03
STAT6	-3.495e-03	9.607e-01
STK11	9.326e-02	1.879e-01
SUFU	-1.193e-01	9.157e-02
SUZ12	3.453e-02	6.265e-01
SYK	9.304e-03	8.957e-01
TAF1	-3.408e-02	6.310e-01
TANC1	-1.243e-01	7.877e-02
TAP1	-8.477e-02	2.315e-01
TAP2	7.776e-02	2.726e-01
TBC1D12	-4.215e-02	5.524e-01
TBL1XR1	-1.866e-01	7.993e-03
TBX3	5.184e-02	4.649e-01
TCF3	1.198e-01	9.019e-02
TCF7L2	-9.762e-02	1.680e-01
TCL1A	1.070e-01	1.304e-01
TERT	-2.443e-01	4.731e-04
TET1	8.512e-02	2.296e-01
TET2	4.145e-02	5.591e-01
TFDP1	7.680e-02	2.785e-01
TFF1	2.404e-02	7.348e-01
TGFBR1	1.356e-02	8.485e-01
TGFBR2	1.511e-01	3.224e-02
TIGIT	-1.350e-01	5.603e-02
TLR4	7.434e-02	2.942e-01
TMEM127	1.109e-01	1.170e-01
TMEM173	-1.400e-01	4.753e-02
TMPRSS2	-7.179e-02	3.112e-01
TNF	4.218e-02	5.521e-01
TNFAIP3	-1.813e-01	1.001e-02
TNFRSF14	-5.913e-02	4.044e-01
TNFRSF17	8.189e-02	2.478e-01
TNFRSF9	2.321e-02	7.436e-01
TOP1	-2.731e-01	8.769e-05
TOP2A	7.037e-02	3.209e-01
TP53	-1.116e-01	1.147e-01
TP63	-2.174e-03	9.756e-01
TPM1	9.405e-02	1.842e-01
TPMT	-1.052e-02	8.822e-01
TPRX1	-4.072e-02	5.660e-01
TRAF2	4.587e-02	5.179e-01
TRAF3	1.691e-01	1.641e-02
TRAF7	9.928e-02	1.608e-01
TSC1	-1.091e-01	1.230e-01
TSC2	-6.140e-02	3.866e-01
TSHR	-5.306e-02	4.544e-01
TUSC3	-2.766e-01	7.038e-05
TYMS	-7.463e-02	2.923e-01
U2AF1	-2.068e-02	7.708e-01
UBE2T	4.158e-02	5.578e-01
UMPS	-1.981e-02	7.801e-01
UPF1	9.283e-03	8.959e-01
VEGFA	-1.058e-01	1.351e-01
VHL	-2.832e-01	4.636e-05
VSIR	-3.253e-02	6.467e-01
WEE1	1.122e-01	1.127e-01
WISP3	9.829e-02	1.651e-01
WNT7A	8.703e-02	2.193e-01
WRN	-2.346e-02	7.410e-01
WT1	7.861e-03	9.118e-01
XPA	-1.228e-01	8.246e-02
XPC	1.043e-01	1.406e-01
XPO1	1.151e-01	1.038e-01
XRCC1	-3.251e-02	6.468e-01
XRCC2	1.645e-01	1.964e-02
XRCC3	-1.252e-01	7.656e-02
YAP1	-1.591e-01	2.406e-02
YEATS4	8.497e-02	2.304e-01
ZBTB2	7.160e-02	3.125e-01
ZFHX3	-7.004e-02	3.232e-01
ZNF217	2.772e-01	6.778e-05
ZNF471	-3.276e-02	6.443e-01
ZNF620	-4.109e-02	5.625e-01
ZNF703	-9.937e-02	1.605e-01
ZNF750	3.454e-02	6.264e-01
ZNRF3	-6.197e-02	3.822e-01
ZRSR2	1.329e-01	5.992e-02
ABCB1	-7.123e-02	3.962e-01
ABCC3	8.115e-02	3.336e-01
ABL1	-6.914e-02	4.103e-01
ABL2	6.774e-03	9.358e-01
ACTA2	-1.442e-01	8.469e-02
ACVR1B	1.439e-01	8.532e-02
ADGRA2	1.317e-01	1.155e-01
AJUBA	-3.446e-02	6.818e-01
AKT1	1.189e-01	1.559e-01
AKT2	-5.088e-03	9.517e-01
AKT3	-1.005e-01	2.306e-01
ALK	3.369e-02	6.885e-01
ALOX12B	5.351e-02	5.242e-01
AMER1	1.771e-01	3.375e-02
ANKRD11	-2.361e-02	7.788e-01
APC	-4.344e-04	9.959e-01
APOB	-8.611e-02	3.048e-01
AR	-1.536e-01	6.604e-02
ARAF	2.626e-01	1.476e-03
ARFRP1	-3.642e-01	7.221e-06
ARHGAP26	-1.151e-01	1.694e-01
ARHGAP35	9.772e-02	2.440e-01
ARID1A	5.859e-02	4.855e-01
ARID1B	4.304e-02	6.085e-01
ARID2	-3.721e-02	6.580e-01
ARID5B	4.444e-02	5.969e-01
ASNS	2.623e-01	1.494e-03
ASXL1	-2.155e-01	9.486e-03
ASXL2	-1.401e-01	9.395e-02
ATIC	-3.637e-02	6.652e-01
ATM	-5.013e-02	5.507e-01
ATP7B	-1.445e-01	8.398e-02
ATR	1.306e-01	1.188e-01
ATRX	-1.023e-01	2.224e-01
AURKA	3.228e-01	7.958e-05
AURKB	8.913e-02	2.881e-01
AXIN1	2.133e-01	1.026e-02
AXIN2	-5.468e-02	5.151e-01
AXL	8.843e-02	2.919e-01
B2M	1.907e-01	2.207e-02
BAP1	-3.237e-02	7.001e-01
BARD1	-1.652e-02	8.442e-01
BCAR1	7.266e-02	3.868e-01
BCL10	-4.470e-02	5.947e-01
BCL11B	-4.448e-02	5.965e-01
BCL2	4.147e-01	2.364e-07
BCL2L1	-2.640e-01	1.390e-03
BCL2L11	-1.194e-01	1.540e-01
BCL2L12	-1.208e-01	1.494e-01
BCL2L2	-5.559e-02	5.081e-01
BCL6	-2.346e-01	4.650e-03
BCL7A	9.155e-02	2.751e-01
BCLAF1	-2.122e-01	1.066e-02
BCOR	-2.594e-01	1.692e-03
BCORL1	5.266e-02	5.307e-01
BCR	-1.497e-02	8.587e-01
BIRC3	1.869e-01	2.488e-02
BLM	1.710e-01	4.046e-02
BMPR1A	2.634e-02	7.540e-01
BRAF	8.150e-02	3.315e-01
BRCA1	-2.871e-02	7.326e-01
BRCA2	1.593e-01	5.655e-02
BRD4	-4.950e-02	5.558e-01
BRIP1	7.127e-02	3.960e-01
BTG1	1.676e-01	4.464e-02
BTK	-2.702e-01	1.057e-03
BUB1B	-1.823e-02	8.283e-01
C11orf65	9.627e-02	2.510e-01
C3orf70	-2.781e-01	7.386e-04
C8orf34	3.706e-02	6.592e-01
CADM2	2.721e-02	7.462e-01
CALR	-2.416e-02	7.738e-01
CARD11	-2.750e-01	8.509e-04
CASP8	-4.978e-02	5.535e-01
CASR	7.873e-02	3.482e-01
CBFB	4.660e-02	5.791e-01
CBL	-3.383e-02	6.873e-01
CBLB	1.924e-02	8.189e-01
CBLC	-5.883e-02	4.837e-01
CBR3	-6.216e-02	4.593e-01
CCDC6	-4.056e-03	9.615e-01
CCND1	3.196e-01	9.429e-05
CCND2	2.446e-01	3.135e-03
CCND3	2.217e-01	7.565e-03
CCNE1	1.225e-01	1.435e-01
CCNE2	-3.414e-02	6.846e-01
CD19	-1.235e-01	1.402e-01
CD22	-3.512e-02	6.760e-01
CD274	2.384e-01	4.007e-03
CD276	6.388e-02	4.469e-01
CD40	2.605e-01	1.613e-03
CD70	-3.923e-02	6.406e-01
CD79A	-3.828e-02	6.487e-01
CD79B	1.164e-02	8.899e-01
CDC25A	-7.366e-02	3.803e-01
CDC73	-8.003e-02	3.403e-01
CDH1	-1.150e-02	8.912e-01
CDH2	-5.558e-02	5.082e-01
CDK12	9.327e-03	9.117e-01
CDK4	2.542e-01	2.111e-03
CDK5	2.297e-01	5.624e-03
CDK6	2.563e-01	1.930e-03
CDK8	-3.863e-02	6.458e-01
CDKN1A	-3.451e-02	6.813e-01
CDKN1B	1.545e-01	6.448e-02
CDKN1C	6.375e-02	4.478e-01
CDKN2A	-1.966e-01	1.820e-02
CDKN2B	-4.825e-02	5.658e-01
CDKN2C	2.455e-03	9.767e-01
CEBPA	2.180e-02	7.953e-01
CEP57	-2.419e-01	3.495e-03
CFTR	1.880e-01	2.406e-02
CHD2	1.376e-01	9.996e-02
CHD4	1.493e-01	7.408e-02
CHEK1	-1.110e-01	1.854e-01
CHEK2	5.852e-02	4.860e-01
CIC	-3.718e-02	6.582e-01
CIITA	-2.916e-01	3.906e-04
CKS1B	1.645e-01	4.885e-02
CREBBP	-7.917e-02	3.456e-01
CRKL	-1.747e-02	8.354e-01
CRLF2	-2.099e-01	1.158e-02
CSF1R	2.455e-02	7.702e-01
CSF3R	-9.698e-02	2.475e-01
CTC1	3.676e-02	6.618e-01
CTCF	-1.946e-01	1.944e-02
CTLA4	-1.130e-01	1.776e-01
CTNNA1	-1.640e-01	4.953e-02
CTNNB1	-5.233e-02	5.334e-01
CTRC	-1.613e-01	5.342e-02
CUL3	1.547e-01	6.416e-02
CUX1	-9.218e-03	9.127e-01
CXCR4	-4.197e-02	6.174e-01
CYLD	1.387e-01	9.744e-02
CYP1B1	-1.085e-01	1.953e-01
CYP2D6	4.103e-02	6.254e-01
CYP3A5	-2.736e-01	9.072e-04
DAXX	-3.711e-02	6.588e-01
DDB2	-2.325e-01	5.046e-03
DDR2	1.736e-02	8.364e-01
DDX3X	-2.858e-01	5.155e-04
DICER1	1.492e-01	7.437e-02
DIS3	9.924e-02	2.366e-01
DIS3L2	-1.264e-02	8.804e-01
DKC1	-7.448e-02	3.749e-01
DMD	-2.109e-01	1.118e-02
DNM2	1.046e-01	2.123e-01
DNMT1	-6.146e-02	4.643e-01
DNMT3A	1.054e-01	2.086e-01
DNMT3B	2.604e-01	1.618e-03
DOT1L	-7.435e-02	3.758e-01
DPYD	1.088e-01	1.945e-01
DYNC2H1	-7.528e-02	3.699e-01
E2F1	-2.943e-01	3.424e-04
E2F2	6.424e-02	4.443e-01
E2F3	1.037e-01	2.159e-01
E2F4	1.047e-01	2.118e-01
E2F5	6.399e-02	4.461e-01
E2F6	-1.204e-01	1.506e-01
EBF1	1.364e-01	1.030e-01
ECT2L	1.113e-01	1.841e-01
EED	-7.998e-02	3.406e-01
EGF	0.000e+00	1.000e+00
EGFL7	-9.469e-02	2.589e-01
EGFR	1.660e-01	4.674e-02
EGLN1	-1.369e-02	8.706e-01
ELF3	-5.710e-02	4.966e-01
ELOC	3.050e-02	7.166e-01
EMSY	1.643e-01	4.909e-02
ENG	3.972e-02	6.365e-01
EP300	-2.612e-04	9.975e-01
EPCAM	-1.535e-01	6.632e-02
EPHA2	6.981e-02	4.057e-01
EPHA3	5.850e-02	4.861e-01
EPHA5	2.904e-02	7.297e-01
EPHA7	-3.246e-02	6.993e-01
EPHB1	-3.684e-02	6.611e-01
EPHB2	1.711e-01	4.033e-02
EPOR	-7.255e-02	3.875e-01
ERBB2	4.895e-02	5.601e-01
ERBB3	2.000e-02	8.119e-01
ERBB4	1.042e-01	2.140e-01
ERCC1	-6.188e-02	4.612e-01
ERCC2	-1.138e-02	8.923e-01
ERCC3	-4.061e-02	6.289e-01
ERCC4	1.284e-01	1.252e-01
ERCC5	-1.582e-02	8.507e-01
ERCC6	2.610e-02	7.561e-01
ERG	-4.579e-03	9.566e-01
ERRFI1	3.749e-02	6.555e-01
ESR1	4.286e-02	6.100e-01
ESR2	-1.999e-01	1.628e-02
ETS1	-2.556e-01	1.989e-03
ETS2	9.821e-03	9.070e-01
ETV1	2.032e-01	1.456e-02
ETV4	3.678e-02	6.616e-01
ETV5	2.096e-01	1.169e-02
ETV6	-1.892e-02	8.220e-01
EWSR1	7.345e-02	3.816e-01
EXT2	-1.378e-01	9.953e-02
EZH2	2.070e-01	1.279e-02
FAM46C	-5.264e-03	9.501e-01
FANCA	-4.885e-02	5.610e-01
FANCB	2.687e-01	1.130e-03
FANCC	5.671e-04	9.946e-01
FANCD2	-2.309e-01	5.373e-03
FANCE	-8.505e-03	9.194e-01
FANCF	2.664e-02	7.513e-01
FANCG	3.125e-02	7.100e-01
FANCI	1.725e-01	3.867e-02
FANCL	1.232e-01	1.414e-01
FANCM	1.153e-01	1.689e-01
FAS	-7.343e-02	3.818e-01
FAT1	3.600e-02	6.684e-01
FBXO11	-9.436e-02	2.606e-01
FBXW7	-8.868e-02	2.905e-01
FCGR2A	-6.500e-02	4.389e-01
FCGR3A	-1.149e-01	1.704e-01
FDPS	1.816e-02	8.289e-01
FGF1	9.914e-02	2.371e-01
FGF10	8.568e-02	3.072e-01
FGF14	1.681e-02	8.415e-01
FGF19	-2.933e-01	3.598e-04
FGF2	-3.712e-03	9.648e-01
FGF23	2.137e-01	1.012e-02
FGF3	-3.011e-01	2.448e-04
FGF4	-2.573e-01	1.847e-03
FGF5	2.586e-02	7.584e-01
FGF6	-1.870e-01	2.480e-02
FGF7	-7.524e-02	3.701e-01
FGF8	-2.643e-02	7.532e-01
FGF9	-7.570e-02	3.672e-01
FGFR1	5.354e-02	5.239e-01
FGFR2	-8.603e-02	3.053e-01
FGFR3	4.938e-02	5.567e-01
FGFR4	-5.578e-02	5.066e-01
FH	9.048e-02	2.808e-01
FHIT	5.506e-02	5.122e-01
FLCN	-3.386e-02	6.870e-01
FLG	-1.138e-01	1.746e-01
FLT1	-7.089e-02	3.985e-01
FLT3	1.359e-01	1.043e-01
FLT4	-2.178e-02	7.956e-01
FNTB	-2.494e-01	2.577e-03
FOXA1	-7.037e-02	4.020e-01
FOXL2	-1.220e-01	1.452e-01
FOXO1	3.393e-02	6.864e-01
FOXO3	-8.777e-02	2.955e-01
FOXP1	-1.955e-01	1.888e-02
FOXQ1	1.316e-01	1.159e-01
FRS2	2.543e-01	2.101e-03
FUBP1	1.960e-01	1.853e-02
FUS	-7.968e-02	3.424e-01
FYN	-1.593e-01	5.644e-02
G6PD	9.286e-02	2.683e-01
GABRA6	-1.346e-01	1.077e-01
GALNT12	5.490e-02	5.134e-01
GATA1	1.734e-01	3.762e-02
GATA2	5.924e-02	4.806e-01
GATA3	1.786e-02	8.318e-01
GATA4	-7.456e-02	3.745e-01
GATA6	-2.161e-02	7.972e-01
GEN1	1.087e-01	1.946e-01
GID4	-1.422e-01	8.906e-02
GLI1	1.066e-02	8.991e-01
GLI2	2.079e-02	8.046e-01
GLI3	-1.531e-01	6.688e-02
GNA11	nan	nan
GNA13	-5.962e-02	4.778e-01
GNAQ	-1.469e-02	8.613e-01
GNAS	-3.015e-01	2.408e-04
GPC3	1.150e-01	1.700e-01
GPER1	2.763e-01	8.013e-04
GPS2	-5.387e-03	9.489e-01
GREM1	nan	nan
GRIN2A	-7.849e-02	3.497e-01
GRM3	-1.308e-01	1.180e-01
GSK3B	-8.316e-02	3.217e-01
GSTP1	3.073e-01	1.790e-04
H3F3A	2.855e-03	9.729e-01
H3F3C	-4.283e-02	6.103e-01
HAS3	-1.065e-01	2.040e-01
HAVCR2	1.878e-01	2.417e-02
HDAC1	-1.246e-01	1.369e-01
HDAC2	9.373e-02	2.638e-01
HDAC3	1.461e-01	8.059e-02
HDAC4	4.717e-03	9.553e-01
HDAC5	-4.564e-02	5.870e-01
HGF	-1.217e-01	1.462e-01
HIF1A	1.577e-01	5.909e-02
HIST1H1C	nan	nan
HIST1H1E	4.568e-02	5.867e-01
HIST1H2BD	1.713e-02	8.385e-01
HIST1H3F	1.535e-01	6.631e-02
HIST1H4E	4.568e-02	5.867e-01
HIST3H3	-2.313e-02	7.831e-01
HLA-A	7.691e-02	3.595e-01
HLA-B	5.887e-02	4.834e-01
HLA-C	6.770e-02	4.201e-01
HLA-DMA	2.410e-02	7.743e-01
HLA-DMB	9.066e-02	2.798e-01
HLA-DOA	9.036e-03	9.144e-01
HLA-DOB	2.716e-02	7.466e-01
HLA-DPA1	-3.350e-02	6.902e-01
HLA-DPB1	6.498e-03	9.384e-01
HLA-DQA1	-2.891e-03	9.726e-01
HLA-DQA2	6.444e-03	9.389e-01
HLA-DQB1	-2.891e-03	9.726e-01
HLA-DQB2	-9.417e-02	2.616e-01
HLA-DRA	-3.189e-02	7.044e-01
HLA-DRB1	-5.468e-02	5.151e-01
HLA-DRB5	-3.963e-02	6.372e-01
HLA-E	9.850e-02	2.402e-01
HLA-F	-8.271e-02	3.243e-01
HLA-G	-3.551e-02	6.726e-01
HNF1A	1.109e-01	1.858e-01
HNF1B	-1.056e-01	2.079e-01
HOXB13	-1.455e-02	8.626e-01
HRAS	5.590e-02	5.058e-01
HSD3B1	1.626e-01	5.144e-02
HSP90AA1	-5.037e-03	9.522e-01
HSPH1	-1.404e-01	9.319e-02
IDH1	8.030e-02	3.387e-01
IDH2	4.769e-02	5.703e-01
IDO1	-9.137e-02	2.761e-01
IFIT1	1.830e-02	8.277e-01
IFIT2	-5.710e-03	9.458e-01
IFIT3	1.142e-02	8.919e-01
IFNAR1	-2.418e-02	7.736e-01
IFNAR2	1.274e-01	1.279e-01
IFNGR1	-6.757e-02	4.210e-01
IFNGR2	5.655e-02	5.008e-01
IFNL3	-7.351e-02	3.812e-01
IGF1	1.593e-01	5.647e-02
IGF1R	-1.553e-01	6.304e-02
IGF2	8.698e-02	2.999e-01
IKBKE	8.654e-03	9.180e-01
IKZF1	1.288e-01	1.240e-01
IKZF3	-8.918e-03	9.155e-01
IL10RA	-3.374e-02	6.881e-01
IL15	nan	nan
IL2RA	-1.940e-02	8.174e-01
IL6R	-9.418e-02	2.615e-01
IL7R	-1.919e-01	2.122e-02
ING1	1.843e-02	8.264e-01
INHBA	1.573e-01	5.965e-02
INPP4A	-1.095e-01	1.914e-01
INPP4B	-2.398e-02	7.754e-01
INPPL1	-1.407e-01	9.258e-02
INSR	1.088e-01	1.944e-01
IRF1	9.527e-03	9.098e-01
IRF2	-1.680e-01	4.408e-02
IRF4	2.192e-01	8.298e-03
IRS1	1.422e-01	8.919e-02
IRS2	-8.291e-02	3.232e-01
ITPKB	4.481e-02	5.939e-01
JAK1	-1.360e-01	1.041e-01
JAK2	2.118e-01	1.081e-02
JAK3	1.049e-01	2.107e-01
JUN	-1.570e-02	8.518e-01
KAT6A	-1.469e-01	7.883e-02
KDM5A	1.676e-02	8.419e-01
KDM5C	-1.676e-01	4.463e-02
KDM6A	-2.180e-01	8.674e-03
KDM6B	-1.100e-01	1.895e-01
KDR	-2.502e-03	9.763e-01
KEAP1	8.932e-02	2.871e-01
KEL	-4.710e-02	5.751e-01
KIF1B	-1.558e-01	6.230e-02
KIT	-4.173e-02	6.195e-01
KLF4	-1.308e-01	1.181e-01
KLHL6	2.668e-01	1.228e-03
KLLN	-3.102e-02	7.121e-01
KMT2A	5.307e-03	9.497e-01
KMT2B	3.640e-02	6.649e-01
KMT2C	-1.927e-02	8.186e-01
KMT2D	-5.938e-03	9.437e-01
KRAS	-1.959e-01	1.862e-02
LAG3	1.834e-01	2.774e-02
LATS1	-9.651e-02	2.499e-01
LATS2	6.196e-02	4.607e-01
LDLR	2.415e-02	7.739e-01
LEF1	-9.850e-02	2.402e-01
LMNA	-1.702e-02	8.395e-01
LMO1	1.520e-01	6.895e-02
LRP1B	5.824e-02	4.881e-01
LYN	7.268e-03	9.311e-01
LZTR1	4.858e-02	5.631e-01
MAD2L2	8.751e-02	2.970e-01
MAF	-7.827e-02	3.511e-01
MAFB	-3.135e-01	1.301e-04
MAGI2	1.834e-01	2.780e-02
MALT1	-3.582e-01	1.043e-05
MAP2K1	-7.755e-02	3.556e-01
MAP2K2	-2.047e-02	8.076e-01
MAP2K4	-1.022e-01	2.229e-01
MAP3K1	-1.241e-01	1.383e-01
MAP3K7	-1.080e-01	1.974e-01
MAPK1	3.788e-02	6.522e-01
MAX	-2.319e-01	5.164e-03
MC1R	-5.443e-02	5.170e-01
MCL1	8.756e-02	2.967e-01
MDC1	-6.604e-03	9.374e-01
MDM2	-1.887e-01	2.351e-02
MDM4	7.765e-02	3.549e-01
MECOM	2.078e-01	1.243e-02
MED1	-3.984e-02	6.354e-01
MED12	-2.597e-01	1.672e-03
MEF2B	-9.791e-02	2.430e-01
MEN1	7.613e-02	3.644e-01
MET	-2.320e-01	5.139e-03
MGA	1.100e-02	8.959e-01
MGMT	1.910e-02	8.203e-01
MIB1	3.282e-02	6.962e-01
MITF	1.690e-01	4.293e-02
MKI67	-5.180e-02	5.375e-01
MLH1	-9.792e-02	2.430e-01
MLH3	1.043e-01	2.136e-01
MLLT3	-1.258e-01	1.331e-01
MPL	1.432e-01	8.675e-02
MRE11	-2.407e-01	3.659e-03
MS4A1	1.330e-01	1.119e-01
MSH2	-6.278e-02	4.548e-01
MSH3	-5.010e-03	9.525e-01
MSH6	-3.594e-02	6.689e-01
MST1	8.450e-02	3.139e-01
MST1R	1.390e-02	8.687e-01
MTA1	1.646e-01	4.861e-02
MTAP	1.968e-02	8.148e-01
MTHFR	-2.055e-01	1.349e-02
MTOR	-1.267e-01	1.301e-01
MTRR	1.500e-01	7.268e-02
MUTYH	7.772e-02	3.545e-01
MYB	5.871e-02	4.846e-01
MYC	1.035e-01	2.169e-01
MYCL	-1.027e-01	2.207e-01
MYCN	-2.980e-02	7.229e-01
MYD88	-6.293e-02	4.536e-01
MYH11	-2.409e-01	3.636e-03
MYOD1	-1.163e-02	8.900e-01
NBN	-5.227e-02	5.338e-01
NCOA3	3.066e-01	1.855e-04
NCOR1	-2.356e-02	7.793e-01
NCOR2	1.679e-01	4.426e-02
NEGR1	1.611e-01	5.380e-02
NF1	6.841e-02	4.152e-01
NF2	1.572e-01	5.986e-02
NFE2L2	-6.608e-02	4.313e-01
NFKBIA	1.204e-01	1.505e-01
NHP2	-7.521e-02	3.703e-01
NKX2-1	9.369e-03	9.113e-01
NKX3-1	1.397e-01	9.482e-02
NOTCH1	5.857e-03	9.445e-01
NOTCH2	-2.521e-01	2.297e-03
NOTCH3	-1.091e-02	8.968e-01
NOTCH4	-6.778e-02	4.195e-01
NPM1	8.272e-02	3.243e-01
NQO1	3.806e-02	6.507e-01
NRAS	-2.590e-01	1.723e-03
NRG1	7.826e-03	9.258e-01
NRIP1	-1.203e-01	1.511e-01
NSD1	-1.447e-01	8.348e-02
NSD2	2.151e-01	9.613e-03
NT5C2	-1.272e-02	8.798e-01
NTHL1	9.356e-02	2.647e-01
NTRK1	-1.029e-01	2.196e-01
NTRK2	-7.855e-02	3.493e-01
NTRK3	-5.445e-02	5.169e-01
NUDT15	-1.674e-01	4.492e-02
NUP93	5.253e-02	5.318e-01
NUP98	9.030e-02	2.818e-01
P2RY8	-2.330e-01	4.939e-03
PA2G4	-1.139e-01	1.741e-01
PAK1	1.074e-01	2.002e-01
PAK3	-1.447e-01	8.350e-02
PAK5	-6.390e-02	4.467e-01
PALB2	-8.101e-02	3.344e-01
PALLD	-4.647e-02	5.802e-01
PARK2	-9.113e-02	2.774e-01
PARP1	1.067e-01	2.030e-01
PAX5	1.240e-02	8.827e-01
PAX7	3.647e-03	9.654e-01
PAX8	3.406e-02	6.852e-01
PBRM1	-1.525e-01	6.801e-02
PCBP1	2.033e-01	1.453e-02
PDCD1	-2.918e-02	7.285e-01
PDCD1LG2	2.613e-01	1.562e-03
PDGFRA	-2.266e-02	7.875e-01
PDGFRB	7.167e-02	3.933e-01
PDK1	-5.491e-02	5.133e-01
PDPK1	-1.905e-01	2.218e-02
PELP1	5.703e-02	4.971e-01
PGR	-1.075e-01	1.995e-01
PHB2	2.365e-01	4.317e-03
PHF6	-3.062e-02	7.156e-01
PHOX2B	-4.321e-03	9.590e-01
PIAS4	-2.998e-02	7.213e-01
PIK3C2B	-7.904e-02	3.463e-01
PIK3C2G	7.012e-02	4.036e-01
PIK3C3	1.964e-01	1.829e-02
PIK3CA	1.728e-01	3.830e-02
PIK3CB	1.548e-01	6.401e-02
PIK3CD	-1.720e-01	3.928e-02
PIK3CG	-1.471e-01	7.853e-02
PIK3R1	5.139e-02	5.407e-01
PIK3R2	-1.036e-02	9.019e-01
PIK3R3	3.752e-02	6.553e-01
PIM1	1.264e-01	1.312e-01
PLCG2	-8.744e-02	2.974e-01
PLK2	-5.769e-02	4.922e-01
PML	9.810e-02	2.421e-01
PMS1	9.237e-02	2.708e-01
PMS2	-1.705e-01	4.107e-02
PNRC1	3.965e-02	6.371e-01
POLD1	8.216e-02	3.276e-01
POLE	8.440e-02	3.145e-01
POLH	6.413e-02	4.451e-01
POT1	2.226e-01	7.337e-03
POU2F2	-1.442e-02	8.638e-01
PPP1CA	2.362e-01	4.368e-03
PPP1CB	-2.712e-02	7.469e-01
PPP1CC	-4.434e-02	5.977e-01
PPP1R15A	-1.044e-01	2.128e-01
PPP2CA	1.118e-01	1.823e-01
PPP2CB	-1.992e-01	1.669e-02
PPP2R1A	-5.012e-02	5.508e-01
PPP2R1B	-1.537e-01	6.593e-02
PPP2R2A	1.300e-01	1.204e-01
PPP6C	-1.800e-04	9.983e-01
PRAME	4.967e-02	5.544e-01
PRCC	-1.143e-01	1.726e-01
PRDM1	-1.217e-01	1.461e-01
PREX2	6.464e-02	4.415e-01
PRF1	-2.719e-02	7.463e-01
PRKAR1A	-5.197e-02	5.361e-01
PRKCI	-1.091e-01	1.928e-01
PRKCZ	-7.309e-02	3.839e-01
PRKDC	-3.208e-02	7.027e-01
PRPF40B	7.238e-02	3.886e-01
PRSS1	3.404e-01	2.988e-05
PRSS2	4.228e-01	1.294e-07
PRSS8	1.678e-01	4.442e-02
PTCH1	-6.293e-02	4.537e-01
PTCH2	-1.180e-01	1.591e-01
PTEN	7.018e-02	4.033e-01
PTK2	-1.613e-01	5.348e-02
PTPN11	3.832e-02	6.484e-01
PTPN13	1.285e-01	1.247e-01
PTPN22	1.318e-01	1.152e-01
PTPRD	-7.338e-02	3.821e-01
QKI	-1.079e-01	1.979e-01
RAB35	-1.285e-01	1.248e-01
RAC1	-2.158e-01	9.368e-03
RAD21	8.546e-02	3.085e-01
RAD50	-1.438e-01	8.555e-02
RAD51	6.739e-02	4.222e-01
RAD51B	-1.329e-01	1.122e-01
RAD51C	7.155e-02	3.941e-01
RAD51D	-5.150e-02	5.399e-01
RAD52	1.097e-01	1.907e-01
RAD54L	1.347e-01	1.074e-01
RAF1	9.267e-02	2.693e-01
RANBP2	1.380e-01	9.894e-02
RARA	6.114e-02	4.666e-01
RASA1	-1.130e-01	1.775e-01
RB1	-5.600e-03	9.469e-01
RBL1	-2.444e-01	3.157e-03
RBL2	3.927e-02	6.403e-01
RBM10	2.082e-01	1.229e-02
RECQL4	2.143e-01	9.888e-03
REL	9.821e-02	2.416e-01
RET	2.795e-01	6.917e-04
RHOA	-4.436e-03	9.579e-01
RHPN2	1.192e-02	8.872e-01
RICTOR	-7.980e-02	3.417e-01
RINT1	-1.952e-01	1.905e-02
RIT1	8.067e-02	3.365e-01
RNF139	-2.331e-01	4.928e-03
RNF43	3.254e-02	6.986e-01
ROS1	1.181e-01	1.586e-01
RPL5	3.278e-02	6.965e-01
RPS15	9.214e-03	9.127e-01
RPS6KA4	7.558e-02	3.680e-01
RPS6KB1	5.110e-02	5.430e-01
RPS6KB2	3.057e-01	1.947e-04
RPTOR	-2.302e-01	5.511e-03
RSF1	-8.382e-02	3.179e-01
RUNX1	-5.419e-02	5.189e-01
RUNX1T1	2.476e-02	7.683e-01
RXRA	5.098e-02	5.440e-01
SCG5	nan	nan
SDHA	-1.085e-01	1.955e-01
SDHAF2	-1.944e-01	1.953e-02
SDHB	nan	nan
SDHC	-1.550e-01	6.354e-02
SDHD	3.301e-02	6.945e-01
